Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR000008:C2 calcium-dependent membrane targeting	19	1.2345679012345678	0.04279131297279739	22999, 131034, 7145, 148281, 9651, 5332, 9381, 80307, 440279, 9362, 23007, 151835, 51760, 143425, 140730, 90019, 84144, 5579, 827	1275	161	17632	1.6319961027889416	1.0	0.6794462407526922	0.6658827474875106
INTERPRO	IPR027359:Voltage-dependent potassium channel, four helix bundle domain	9	0.5847953216374269	0.04280977561822952	6331, 774, 6332, 8912, 3751, 3742, 259232, 3745, 6329	1275	55	17632	2.262930481283423	1.0	0.6794462407526922	0.6658827474875106
GOTERM_CC_DIRECT	GO:0043204~perikaryon	14	0.9096816114359974	0.043059614970640786	23245, 9362, 460, 2899, 1821, 2898, 1501, 1410, 8516, 3751, 50940, 3745, 1515, 2901	1282	105	17485	1.8185127405096206	0.999999999569877	0.4295111104085494	0.409350384817944
UP_SEQ_FEATURE	compositionally biased region:Poly-Val	7	0.4548408057179987	0.0431238710275383	56139, 400746, 56134, 56135, 5212, 56136, 55532	1322	37	18732	2.680704910659525	1.0	0.8587961144874395	0.8398636833046179
UP_SEQ_FEATURE	domain:Collagen-like	7	0.4548408057179987	0.0431238710275383	286133, 114905, 1896, 9370, 338761, 114898, 165257	1322	37	18732	2.680704910659525	1.0	0.8587961144874395	0.8398636833046179
GOTERM_BP_DIRECT	GO:0045666~positive regulation of neuron differentiation	11	0.7147498375568551	0.04314314953292038	1756, 2624, 50937, 151449, 3169, 4761, 4674, 6664, 151, 152, 2736	1125	78	16172	2.027259259259259	1.0	0.9888864011361488	0.9789521232831736
UP_KEYWORDS	Dejerine-Sottas syndrome	3	0.1949317738791423	0.04331268292458803	4359, 1959, 57716	1365	5	19281	8.475164835164835	0.9999999985737108	0.2846262020758642	0.25863859232111136
GOTERM_CC_DIRECT	GO:0046658~anchored component of plasma membrane	6	0.3898635477582846	0.04379790776489955	2348, 51299, 2719, 285704, 130749, 146760	1282	27	17485	3.030854567516034	0.9999999997053218	0.4295111104085494	0.409350384817944
GOTERM_CC_DIRECT	GO:0014704~intercalated disc	8	0.5198180636777128	0.043827664327402996	6331, 477, 1674, 6546, 1000, 1829, 5239, 859	1282	45	17485	2.4246836540128274	0.9999999997097813	0.4295111104085494	0.409350384817944
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	9	0.5847953216374269	0.044217882080067133	1589, 1544, 7166, 1543, 1576, 1573, 51302, 1580, 54905	1121	58	16263	2.251176597249992	1.0	1.0	0.9982174688057041
KEGG_PATHWAY	hsa01040:Biosynthesis of unsaturated fatty acids	5	0.3248862897985705	0.044229749407933304	10965, 641371, 9415, 79966, 60481	438	21	6693	3.6382909328114805	0.999985961632766	0.2482897296308983	0.2201435254622135
GOTERM_MF_DIRECT	GO:0005242~inward rectifier potassium channel activity	5	0.3248862897985705	0.04470568636592212	3760, 3761, 3757, 3769, 3758	1121	20	16263	3.6268956289027656	1.0	1.0	0.9982174688057041
GOTERM_MF_DIRECT	GO:0016849~phosphorus-oxygen lyase activity	4	0.2599090318388564	0.04484910915895759	111, 114, 4881, 108	1121	12	16263	4.835860838537021	1.0	1.0	0.9982174688057041
INTERPRO	IPR000995:Muscarinic acetylcholine receptor family	3	0.1949317738791423	0.045040982645867506	1128, 1132, 1131	1275	5	17632	8.297411764705881	1.0	0.7009776231196662	0.6869843081228918
INTERPRO	IPR026307:Transmembrane protein 132	3	0.1949317738791423	0.045040982645867506	124842, 114795, 92293	1275	5	17632	8.297411764705881	1.0	0.7009776231196662	0.6869843081228918
UP_KEYWORDS	Heparin-binding	12	0.7797270955165692	0.04575880301323513	64388, 4023, 348, 5104, 26577, 338, 5764, 2254, 2660, 339366, 10631, 84570	1365	88	19281	1.9261738261738264	0.9999999995607066	0.29646548431110087	0.26939689661313077
UP_SEQ_FEATURE	domain:PDZ	14	0.9096816114359974	0.04585868813514617	22866, 22999, 8572, 6641, 113146, 57595, 22983, 27295, 85415, 57554, 11155, 171024, 57716, 50944	1322	110	18732	1.8033833035345894	1.0	0.9077240936326507	0.8877130297191326
GOTERM_BP_DIRECT	GO:0042446~hormone biosynthetic process	4	0.2599090318388564	0.045900348288712534	64377, 7038, 7173, 1735	1125	12	16172	4.791703703703704	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0009992~cellular water homeostasis	4	0.2599090318388564	0.045900348288712534	364, 366, 361, 362	1125	12	16172	4.791703703703704	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0015793~glycerol transport	4	0.2599090318388564	0.045900348288712534	364, 366, 361, 362	1125	12	16172	4.791703703703704	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0009190~cyclic nucleotide biosynthetic process	4	0.2599090318388564	0.045900348288712534	111, 114, 4881, 108	1125	12	16172	4.791703703703704	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0006636~unsaturated fatty acid biosynthetic process	4	0.2599090318388564	0.045900348288712534	9415, 79966, 83401, 60481	1125	12	16172	4.791703703703704	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	9	0.5847953216374269	0.04625991130396459	1634, 3625, 58, 10628, 63895, 5468, 3776, 10631, 2736	1125	58	16172	2.2306206896551726	1.0	1.0	0.9902383003158197
INTERPRO	IPR017972:Cytochrome P450, conserved site	9	0.5847953216374269	0.04691455203260102	1589, 1544, 11283, 1543, 1576, 1573, 1593, 1580, 54905	1275	56	17632	2.2225210084033615	1.0	0.7231156433486484	0.7086803965693865
GOTERM_BP_DIRECT	GO:0045214~sarcomere organization	6	0.3898635477582846	0.04736805252908886	88, 7168, 11155, 844, 4621, 845	1125	29	16172	2.9741609195402297	1.0	1.0	0.9902383003158197
KEGG_PATHWAY	hsa04916:Melanogenesis	12	0.7797270955165692	0.047372057380272524	7472, 111, 7475, 114, 7477, 90993, 434, 5332, 108, 5579, 816, 7482	438	96	6693	1.9101027397260273	0.9999937761504021	0.2581295927044706	0.22886793847076548
UP_SEQ_FEATURE	domain:EGF-like 15	4	0.2599090318388564	0.047622502607030964	1953, 84466, 8425, 7148	1322	12	18732	4.723146747352497	1.0	0.9313478653566655	0.9108160079452509
UP_SEQ_FEATURE	metal ion-binding site:Magnesium 2; via carbonyl oxygen	4	0.2599090318388564	0.047622502607030964	111, 114, 2203, 108	1322	12	18732	4.723146747352497	1.0	0.9313478653566655	0.9108160079452509
GOTERM_MF_DIRECT	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	12	0.7797270955165692	0.047748735679924534	2625, 2624, 148979, 4807, 2104, 4761, 326, 116039, 93649, 2296, 60529, 2627	1121	91	16263	1.9130878042564035	1.0	1.0	0.9982174688057041
KEGG_PATHWAY	hsa00061:Fatty acid biosynthesis	4	0.2599090318388564	0.04840956966213949	55301, 2194, 23205, 32	438	13	6693	4.701791359325606	0.9999952448274659	0.2581295927044706	0.22886793847076548
GOTERM_BP_DIRECT	GO:0071300~cellular response to retinoic acid	10	0.649772579597141	0.048653233146268834	7472, 7475, 4916, 4582, 7477, 8854, 5105, 5468, 3952, 54997	1125	69	16172	2.083349436392915	1.0	1.0	0.9902383003158197
UP_KEYWORDS	Sarcoplasmic reticulum	7	0.4548408057179987	0.04890059456608485	5350, 489, 57158, 844, 845, 10345, 816	1365	38	19281	2.6020242914979756	0.9999999999036352	0.3081407328821785	0.28000614422771875
UP_KEYWORDS	Hearing	7	0.4548408057179987	0.04890059456608485	375611, 9381, 1690, 84189, 53904, 83715, 54084	1365	38	19281	2.6020242914979756	0.9999999999036352	0.3081407328821785	0.28000614422771875
KEGG_PATHWAY	hsa04727:GABAergic synapse	11	0.7147498375568551	0.049117776749433684	111, 2788, 2568, 9568, 114, 774, 2555, 2563, 2562, 108, 5579	438	85	6693	1.977518130539887	0.9999960435844603	0.2581295927044706	0.22886793847076548
GOTERM_CC_DIRECT	GO:0030424~axon	24	1.5594541910331383	0.04937537419883212	5064, 6863, 9362, 79784, 2899, 51062, 2555, 1410, 23284, 214, 1630, 220296, 2047, 2596, 23242, 6623, 4137, 133396, 1837, 253559, 3745, 152330, 4504, 53616	1282	218	17485	1.5015242811547325	0.9999999999832336	0.4743908501456419	0.45212352452656074
UP_SEQ_FEATURE	domain:C2 1	9	0.5847953216374269	0.04971102773169471	22999, 131034, 151835, 148281, 51760, 143425, 9381, 440279, 9362	1322	58	18732	2.1987062444571963	1.0	0.9606876720219818	0.9395090093197213
UP_SEQ_FEATURE	domain:C2 2	9	0.5847953216374269	0.04971102773169471	22999, 131034, 151835, 148281, 51760, 143425, 9381, 440279, 9362	1322	58	18732	2.1987062444571963	1.0	0.9606876720219818	0.9395090093197213
GOTERM_MF_DIRECT	GO:0005088~Ras guanyl-nucleotide exchange factor activity	14	0.9096816114359974	0.04977140197471733	88, 25759, 4684, 2254, 2066, 27006, 153, 685, 2676, 1950, 2674, 2904, 816, 2903	1121	114	16263	1.781632940513639	1.0	1.0	0.9982174688057041
INTERPRO	IPR000536:Nuclear hormone receptor, ligand-binding, core	8	0.5198180636777128	0.05040572537039689	6097, 7067, 2104, 367, 6258, 5468, 4306, 9572	1275	47	17632	2.3538756779307466	1.0	0.7582440344606701	0.743107534708492
INTERPRO	IPR014710:RmlC-like jelly roll fold	8	0.5198180636777128	0.05040572537039689	3081, 5593, 1259, 375775, 1036, 285335, 131096, 3757	1275	47	17632	2.3538756779307466	1.0	0.7582440344606701	0.743107534708492
UP_KEYWORDS	Sodium channel	6	0.3898635477582846	0.050500907078557936	6331, 6332, 55800, 259232, 40, 6329	1365	29	19281	2.9224706328154606	0.9999999999555885	0.31392455751536014	0.28526188052482726
INTERPRO	IPR020864:Membrane attack complex component/perforin (MACPF) domain	4	0.2599090318388564	0.05061267104634541	730, 23245, 729, 460	1275	12	17632	4.609673202614379	1.0	0.7582440344606701	0.743107534708492
KEGG_PATHWAY	hsa04924:Renin secretion	9	0.5847953216374269	0.05107804077255524	154, 111, 5593, 4881, 5332, 117, 183, 185, 153	438	63	6693	2.182974559686888	0.9999976235278718	0.2628390848087738	0.2330435610247833
INTERPRO	IPR000436:Sushi/SCR/CCP	9	0.5847953216374269	0.05126781969043555	10747, 25891, 60676, 730, 64478, 56241, 23544, 729, 7173	1275	57	17632	2.183529411764706	1.0	0.7609473607756314	0.745756895682169
SMART	SM00159:PTX	4	0.2599090318388564	0.05140136484087513	347088, 4884, 4885, 23467	759	11	9504	4.553359683794467	0.9999999427113533	0.5801011174898765	0.5562361980994701
PIR_SUPERFAMILY	PIRSF005465:G protein-activated inward rectifier potassium channel	4	0.2599090318388564	0.05165850597262797	3760, 3761, 3769, 3758	104	14	1654	4.543956043956044	0.9935188577009056	1.0	1.0
GOTERM_MF_DIRECT	GO:0017080~sodium channel regulator activity	6	0.3898635477582846	0.051993752953056534	6331, 10110, 5348, 55800, 183, 859	1121	30	16263	2.901516503122212	1.0	1.0	0.9982174688057041
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	20	1.299545159194282	0.052410221617288255	139728, 6331, 5121, 6641, 4640, 4135, 1264, 491, 29904, 79784, 4629, 57662, 2596, 6546, 4621, 119, 55503, 53904, 816, 4638	1121	185	16263	1.5683872989849796	1.0	1.0	0.9982174688057041
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	10	0.649772579597141	0.05254403808383705	64122, 4582, 151449, 11045, 1066, 6876, 7348, 5468, 2938, 230	1125	70	16172	2.0535873015873016	1.0	1.0	0.9902383003158197
INTERPRO	IPR011038:Calycin-like	7	0.4548408057179987	0.05323573804181886	29991, 347, 5950, 29989, 1381, 2173, 646480	1275	38	17632	2.547450980392157	1.0	0.7757898916457784	0.7603031314881584
INTERPRO	IPR018490:Cyclic nucleotide-binding-like	7	0.4548408057179987	0.05323573804181886	5593, 1259, 375775, 285335, 64091, 131096, 3757	1275	38	17632	2.547450980392157	1.0	0.7757898916457784	0.7603031314881584
GOTERM_BP_DIRECT	GO:0001654~eye development	6	0.3898635477582846	0.05371738499410073	91851, 5950, 2254, 658, 2296, 10586	1125	30	16172	2.875022222222222	1.0	1.0	0.9902383003158197
UP_SEQ_FEATURE	domain:Ig-like	7	0.4548408057179987	0.05379061742636053	57611, 909, 340745, 8633, 128434, 3953, 145581	1322	39	18732	2.5432328639590365	1.0	1.0	0.9782542113323124
GOTERM_BP_DIRECT	GO:0006699~bile acid biosynthetic process	5	0.3248862897985705	0.05380461721869446	6770, 51302, 11001, 1593, 8309	1125	21	16172	3.4226455026455027	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0045987~positive regulation of smooth muscle contraction	5	0.3248862897985705	0.05380461721869446	147, 148, 6865, 1131, 93649	1125	21	16172	3.4226455026455027	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0035249~synaptic transmission, glutamatergic	5	0.3248862897985705	0.05380461721869446	2898, 5023, 5071, 2901, 57030	1125	21	16172	3.4226455026455027	1.0	1.0	0.9902383003158197
GOTERM_CC_DIRECT	GO:0034361~very-low-density lipoprotein particle	5	0.3248862897985705	0.054105055296357424	341, 344, 4023, 348, 338	1282	20	17485	3.409711388455538	0.9999999999985445	0.5098360979849065	0.4859050158345945
UP_SEQ_FEATURE	repeat:LRR 14	9	0.5847953216374269	0.05411167647228668	94025, 57554, 127435, 8549, 3483, 84189, 26050, 139065, 22865	1322	59	18732	2.1614400369240236	1.0	1.0	0.9782542113323124
GOTERM_MF_DIRECT	GO:0052689~carboxylic ester hydrolase activity	7	0.4548408057179987	0.05427940537650154	10965, 51716, 641371, 54413, 1056, 7038, 1066	1121	40	16263	2.5388269402319357	1.0	1.0	0.9982174688057041
UP_SEQ_FEATURE	domain:LIM zinc-binding 2	8	0.5198180636777128	0.054759280741146145	9355, 4010, 1465, 55885, 11155, 2273, 55679, 4009	1322	49	18732	2.3133779987032637	1.0	1.0	0.9782542113323124
UP_SEQ_FEATURE	domain:LIM zinc-binding 1	8	0.5198180636777128	0.054759280741146145	9355, 4010, 1465, 55885, 11155, 2273, 55679, 4009	1322	49	18732	2.3133779987032637	1.0	1.0	0.9782542113323124
SMART	SM00204:TGFB	7	0.4548408057179987	0.05607896616562793	7044, 3625, 651, 151449, 653, 2660, 9518	759	35	9504	2.5043478260869563	0.9999999879864944	0.6110673554599457	0.5859285085581125
GOTERM_BP_DIRECT	GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway	8	0.5198180636777128	0.05624064435329682	154, 111, 27201, 114, 2587, 108, 3973, 5745	1125	50	16172	2.300017777777778	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0035338~long-chain fatty-acyl-CoA biosynthetic process	7	0.4548408057179987	0.05630030768235758	10965, 641371, 79966, 83401, 60481, 2194, 23205	1125	40	16172	2.515644444444444	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0048468~cell development	7	0.4548408057179987	0.05630030768235758	7044, 3625, 651, 151449, 2660, 9518, 2627	1125	40	16172	2.515644444444444	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0030326~embryonic limb morphogenesis	7	0.4548408057179987	0.05630030768235758	22943, 3207, 100131390, 26585, 2254, 4621, 221833	1125	40	16172	2.515644444444444	1.0	1.0	0.9902383003158197
UP_KEYWORDS	Lyase	17	1.1046133853151396	0.056338609150111796	4881, 377677, 2194, 230, 111, 761, 762, 114, 54511, 102724560, 875, 765, 148811, 768, 108, 5105, 1408	1365	147	19281	1.6335351723106828	0.9999999999973972	0.34554346945401904	0.3139938483299564
UP_SEQ_FEATURE	domain:Fibronectin type-III 6	6	0.3898635477582846	0.05657771043643283	6098, 1630, 374462, 7148, 63923, 3977	1322	30	18732	2.833888048411498	1.0	1.0	0.9782542113323124
GOTERM_BP_DIRECT	GO:0060047~heart contraction	4	0.2599090318388564	0.05667339065472331	137868, 6445, 70, 10345	1125	13	16172	4.423111111111111	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0019395~fatty acid oxidation	4	0.2599090318388564	0.05667339065472331	51179, 10891, 9370, 5468	1125	13	16172	4.423111111111111	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0045598~regulation of fat cell differentiation	4	0.2599090318388564	0.05667339065472331	6097, 85329, 374462, 9572	1125	13	16172	4.423111111111111	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0006813~potassium ion transport	11	0.7147498375568551	0.05739838939729988	477, 27345, 8645, 3760, 3761, 3742, 6833, 6558, 482, 3769, 3758	1125	82	16172	1.928368563685637	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	12	0.7797270955165692	0.05740087913647147	79625, 6546, 5764, 3751, 10891, 5105, 51378, 3776, 6517, 64506, 4504, 2627	1125	93	16172	1.854853046594982	1.0	1.0	0.9902383003158197
UP_SEQ_FEATURE	metal ion-binding site:Zinc 1; catalytic	4	0.2599090318388564	0.05875505711260193	124, 125, 126, 130	1322	13	18732	4.359827766786919	1.0	1.0	0.9782542113323124
GOTERM_MF_DIRECT	GO:1904929~coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	3	0.1949317738791423	0.05902117758960493	2239, 10082, 4920	1121	6	16263	7.25379125780553	1.0	1.0	0.9982174688057041
GOTERM_MF_DIRECT	GO:0005372~water transmembrane transporter activity	3	0.1949317738791423	0.05902117758960493	366, 6563, 361	1121	6	16263	7.25379125780553	1.0	1.0	0.9982174688057041
GOTERM_MF_DIRECT	GO:0015204~urea transmembrane transporter activity	3	0.1949317738791423	0.05902117758960493	364, 366, 6563	1121	6	16263	7.25379125780553	1.0	1.0	0.9982174688057041
UP_KEYWORDS	Vision	14	0.9096816114359974	0.05930624341677193	22999, 24, 7078, 8787, 5145, 5950, 149461, 1259, 84059, 388531, 140469, 2916, 84189, 53904	1365	114	19281	1.7346828609986507	0.9999999999993888	0.3589588417330932	0.3261843387922456
GOTERM_BP_DIRECT	GO:0016525~negative regulation of angiogenesis	9	0.5847953216374269	0.05937562904986837	1634, 575, 64102, 4881, 9723, 5764, 51378, 2296, 183	1125	61	16172	2.1209180327868853	1.0	1.0	0.9902383003158197
KEGG_PATHWAY	hsa04720:Long-term potentiation	9	0.5847953216374269	0.0595400877865543	2911, 114, 5332, 2891, 5579, 5502, 2904, 816, 2903	438	65	6693	2.1158061116965223	0.9999997399534022	0.29500018737244177	0.2615588705852824
KEGG_PATHWAY	hsa04540:Gap junction	11	0.7147498375568551	0.05971663711992748	2911, 111, 5593, 51807, 114, 56034, 1950, 5332, 108, 5579, 153	438	88	6693	1.9101027397260273	0.9999997517371617	0.29500018737244177	0.2615588705852824
UP_SEQ_FEATURE	repeat:LRR 15	8	0.5198180636777128	0.05997274150983204	57554, 127435, 8549, 3483, 84189, 26050, 139065, 22865	1322	50	18732	2.2671104387291985	1.0	1.0	0.9782542113323124
GOTERM_BP_DIRECT	GO:0034379~very-low-density lipoprotein particle assembly	3	0.1949317738791423	0.060010111971187226	341, 338, 6646	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0034109~homotypic cell-cell adhesion	3	0.1949317738791423	0.060010111971187226	84466, 10076, 8613	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0006875~cellular metal ion homeostasis	3	0.1949317738791423	0.060010111971187226	10686, 4504, 84560	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0010172~embryonic body morphogenesis	3	0.1949317738791423	0.060010111971187226	50937, 64388, 10586	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0033210~leptin-mediated signaling pathway	3	0.1949317738791423	0.060010111971187226	3952, 3953, 4504	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0046321~positive regulation of fatty acid oxidation	3	0.1949317738791423	0.060010111971187226	10891, 5468, 114898	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0042048~olfactory behavior	3	0.1949317738791423	0.060010111971187226	127534, 4009, 50944	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0010649~regulation of cell communication by electrical coupling	3	0.1949317738791423	0.060010111971187226	6546, 845, 10345	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0036155~acylglycerol acyl-chain remodeling	3	0.1949317738791423	0.060010111971187226	84649, 158835, 347516	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0097104~postsynaptic membrane assembly	3	0.1949317738791423	0.060010111971187226	9378, 54413, 4038	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0071918~urea transmembrane transport	3	0.1949317738791423	0.060010111971187226	364, 366, 6563	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0034382~chylomicron remnant clearance	3	0.1949317738791423	0.060010111971187226	341, 344, 348	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0001696~gastric acid secretion	3	0.1949317738791423	0.060010111971187226	115111, 389015, 887	1125	6	16172	7.187555555555556	1.0	1.0	0.9902383003158197
INTERPRO	IPR011032:GroES-like	5	0.3248862897985705	0.060534042900754655	124, 125, 126, 2194, 130	1275	21	17632	3.292623716153128	1.0	0.8741988357649523	0.856747580153924
GOTERM_BP_DIRECT	GO:0046676~negative regulation of insulin secretion	6	0.3898635477582846	0.06053567233093558	3625, 130399, 9515, 6833, 3745, 5071	1125	31	16172	2.7822795698924727	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	10	0.649772579597141	0.06092145154779325	6097, 4916, 7166, 3400, 10891, 9370, 3952, 9956, 1408, 9572	1125	72	16172	1.996543209876543	1.0	1.0	0.9902383003158197
BIOCARTA	h_wnt-Lrp6Pathway:Wnt/LRP6 Signalling	3	0.1949317738791423	0.061494691602223504	22943, 79412, 27123	96	7	1582	7.0625	0.9997700418463489	1.0	1.0
BIOCARTA	h_erbb4Pathway:g-Secretase mediated ErbB4 Signaling Pathway 	3	0.1949317738791423	0.061494691602223504	10718, 2066, 5579	96	7	1582	7.0625	0.9997700418463489	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:GATA-type 1	3	0.1949317738791423	0.06161402674795261	2625, 2624, 2627	1322	6	18732	7.084720121028745	1.0	1.0	0.9782542113323124
UP_SEQ_FEATURE	repeat:36	3	0.1949317738791423	0.06161402674795261	4582, 386672, 57716	1322	6	18732	7.084720121028745	1.0	1.0	0.9782542113323124
UP_SEQ_FEATURE	zinc finger region:GATA-type 2	3	0.1949317738791423	0.06161402674795261	2625, 2624, 2627	1322	6	18732	7.084720121028745	1.0	1.0	0.9782542113323124
UP_SEQ_FEATURE	domain:Collagen-like 6	3	0.1949317738791423	0.06161402674795261	81578, 340267, 84570	1322	6	18732	7.084720121028745	1.0	1.0	0.9782542113323124
UP_KEYWORDS	Microsome	15	0.9746588693957114	0.06176747802570082	3291, 375775, 11283, 2330, 339983, 1580, 79152, 23205, 1589, 1544, 1543, 1576, 1573, 4257, 51302	1365	126	19281	1.6815803244374674	0.9999999999998168	0.36081479841621394	0.3278708385608205
UP_KEYWORDS	Primary hypomagnesemia	3	0.1949317738791423	0.06196601972800196	1950, 10686, 149461	1365	6	19281	7.062637362637362	0.9999999999998338	0.36081479841621394	0.3278708385608205
UP_KEYWORDS	Bartter syndrome	3	0.1949317738791423	0.06196601972800196	1188, 1187, 3758	1365	6	19281	7.062637362637362	0.9999999999998338	0.36081479841621394	0.3278708385608205
GOTERM_MF_DIRECT	GO:0005215~transporter activity	21	1.364522417153996	0.062048329789813464	9058, 5174, 23209, 24, 10350, 5950, 134829, 1381, 9362, 2173, 361, 646480, 57864, 284904, 1811, 364, 366, 284612, 347, 730005, 21	1121	201	16263	1.515717576257872	1.0	1.0	0.9982174688057041
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	5	0.3248862897985705	0.06228081241442618	7472, 7049, 2254, 2066, 2627	1125	22	16172	3.2670707070707072	1.0	1.0	0.9902383003158197
INTERPRO	IPR022682:Peptidase C2, calpain, large subunit, domain III	4	0.2599090318388564	0.062365357132901054	388743, 11131, 92291, 827	1275	13	17632	4.255082956259426	1.0	0.874498221634931	0.8570409895124619
INTERPRO	IPR011500:GPCR, family 3, nine cysteines domain	4	0.2599090318388564	0.062365357132901054	83756, 2911, 80835, 2916	1275	13	17632	4.255082956259426	1.0	0.874498221634931	0.8570409895124619
INTERPRO	IPR007951:PMG	4	0.2599090318388564	0.062365357132901054	337880, 388818, 353323, 643803	1275	13	17632	4.255082956259426	1.0	0.874498221634931	0.8570409895124619
SMART	SM00032:CCP	9	0.5847953216374269	0.06278411911836154	10747, 25891, 60676, 730, 64478, 56241, 23544, 729, 7173	759	54	9504	2.0869565217391304	0.9999999987372251	0.6378522777079053	0.61161151944777
UP_KEYWORDS	Iron	31	2.014294996751137	0.06285199732558783	3081, 4151, 7166, 11283, 254295, 1580, 3263, 79152, 10536, 1576, 1036, 875, 1573, 51302, 11068, 8288, 286133, 1593, 9572, 7173, 1589, 1544, 54681, 1543, 102724560, 247, 79966, 51310, 53630, 79901, 54905	1365	316	19281	1.3857073306440395	0.9999999999998924	0.36139898462213	0.32840168602619635
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	51	3.313840155945419	0.0631763095749271	3081, 7166, 8854, 254295, 64757, 1580, 2194, 3283, 10536, 1576, 875, 1573, 389434, 8528, 11068, 1735, 3291, 3290, 1593, 7173, 1589, 1544, 54681, 51097, 1543, 247, 79966, 53630, 4257, 4015, 197257, 11283, 2330, 79152, 1036, 51302, 55349, 33, 345275, 8288, 84171, 9415, 55711, 2731, 224, 253827, 79901, 10840, 10202, 54905, 8639	1125	577	16172	1.2705904101675332	1.0	1.0	0.9902383003158197
SMART	SM00399:ZnF_C4	8	0.5198180636777128	0.06369648967126748	6097, 7067, 2104, 367, 6258, 5468, 4306, 9572	759	45	9504	2.226086956521739	0.9999999990717565	0.6378522777079053	0.61161151944777
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	13	0.8447043534762833	0.06409665159935327	51807, 58, 7168, 3881, 4014, 23336, 8470, 1756, 257019, 2038, 54566, 1674, 4137	1121	107	16263	1.7626034832050823	1.0	1.0	0.9982174688057041
GOTERM_BP_DIRECT	GO:0007613~memory	9	0.5847953216374269	0.06421785198374758	81832, 4593, 8516, 3776, 57144, 2903, 4009, 100132074, 22986	1125	62	16172	2.0867096774193548	1.0	1.0	0.9902383003158197
GOTERM_BP_DIRECT	GO:0060395~SMAD protein signal transduction	9	0.5847953216374269	0.06421785198374758	7044, 3625, 84913, 651, 151449, 653, 2660, 9518, 4920	1125	62	16172	2.0867096774193548	1.0	1.0	0.9902383003158197
INTERPRO	IPR009398:Adenylate cyclase-like	3	0.1949317738791423	0.0643735434516044	111, 114, 108	1275	6	17632	6.914509803921568	1.0	0.874498221634931	0.8570409895124619
INTERPRO	IPR004043:LCCL	3	0.1949317738791423	0.0643735434516044	5212, 1690, 83690	1275	6	17632	6.914509803921568	1.0	0.874498221634931	0.8570409895124619
INTERPRO	IPR015153:EF-hand domain, type 1	3	0.1949317738791423	0.0643735434516044	1756, 1821, 1837	1275	6	17632	6.914509803921568	1.0	0.874498221634931	0.8570409895124619
